date,time,province,confirmed,released,deceased
2020-01-23,16,Sejong,0,0,0
2020-01-23,16,Gyeonggi-do,0,0,0
2020-01-23,16,Gangwon-do,0,0,0
2020-01-23,16,Chungcheongbuk-do,0,0,0
2020-01-23,16,Chungcheongnam-do,0,0,0
2020-01-23,16,Jeollabuk-do,0,0,0
2020-01-23,16,Jeollanam-do,0,0,0
2020-01-23,16,Gyeongsangbuk-do,0,0,0
2020-01-23,16,Gyeongsangnam-do,0,0,0
2020-01-23,16,Jeju-do,0,0,0
2020-01-24,16,Seoul,0,0,0
2020-01-24,16,Busan,0,0,0
2020-01-24,16,Daegu,0,0,0
2020-01-24,16,Incheon,1,0,0
2020-01-24,16,Gwangju,0,0,0
2020-01-24,16,Daejeon,0,0,0
2020-01-24,16,Ulsan,0,0,0
2020-01-24,16,Sejong,0,0,0
2020-01-24,16,Gyeonggi-do,1,0,0
2020-01-24,16,Gangwon-do,0,0,0
2020-01-24,16,Chungcheongbuk-do,0,0,0
2020-01-24,16,Chungcheongnam-do,0,0,0
2020-01-24,16,Jeollabuk-do,0,0,0
2020-01-24,16,Jeollanam-do,0,0,0
2020-01-24,16,Gyeongsangbuk-do,0,0,0
2020-01-24,16,Gyeongsangnam-do,0,0,0
2020-01-24,16,Jeju-do,0,0,0
2020-01-25,16,Seoul,0,0,0
2020-01-25,16,Busan,0,0,0
2020-01-25,16,Daegu,0,0,0
2020-01-25,16,Incheon,1,0,0
2020-01-25,16,Gwangju,0,0,0
2020-01-25,16,Daejeon,0,0,0
2020-01-25,16,Ulsan,0,0,0
2020-01-25,16,Sejong,0,0,0
2020-01-25,16,Gyeonggi-do,1,0,0
2020-01-25,16,Gangwon-do,0,0,0
2020-01-25,16,Chungcheongbuk-do,0,0,0
2020-01-25,16,Chungcheongnam-do,0,0,0
2020-01-25,16,Jeollabuk-do,0,0,0
2020-01-25,16,Jeollanam-do,0,0,0
2020-01-25,16,Gyeongsangbuk-do,0,0,0
2020-01-25,16,Gyeongsangnam-do,0,0,0
2020-01-25,16,Jeju-do,0,0,0
2020-01-26,16,Seoul,0,0,0
2020-01-26,16,Busan,0,0,0
2020-01-26,16,Daegu,0,0,0
2020-01-26,16,Incheon,1,0,0
2020-01-26,16,Gwangju,0,0,0
2020-01-26,16,Daejeon,0,0,0
2020-01-26,16,Ulsan,0,0,0
2020-01-26,16,Sejong,0,0,0
2020-01-26,16,Gyeonggi-do,2,0,0
2020-01-26,16,Gangwon-do,0,0,0
2020-01-26,16,Chungcheongbuk-do,0,0,0
2020-01-26,16,Chungcheongnam-do,0,0,0
2020-01-26,16,Jeollabuk-do,0,0,0
2020-01-26,16,Jeollanam-do,0,0,0
2020-01-26,16,Gyeongsangbuk-do,0,0,0
2020-01-26,16,Gyeongsangnam-do,0,0,0
2020-01-26,16,Jeju-do,0,0,0
2020-01-27,16,Seoul,1,0,0
2020-01-27,16,Busan,0,0,0
2020-01-27,16,Daegu,0,0,0
2020-01-27,16,Incheon,1,0,0
2020-01-27,16,Gwangju,0,0,0
2020-01-27,16,Daejeon,0,0,0
2020-01-27,16,Ulsan,0,0,0
2020-01-27,16,Sejong,0,0,0
2020-01-27,16,Gyeonggi-do,2,0,0
2020-01-27,16,Gangwon-do,0,0,0
2020-01-27,16,Chungcheongbuk-do,0,0,0
2020-01-27,16,Chungcheongnam-do,0,0,0
2020-01-27,16,Jeollabuk-do,0,0,0
2020-01-27,16,Jeollanam-do,0,0,0
2020-01-27,16,Gyeongsangbuk-do,0,0,0
2020-01-27,16,Gyeongsangnam-do,0,0,0
2020-01-27,16,Jeju-do,0,0,0
2020-01-28,16,Seoul,1,0,0
2020-01-28,16,Busan,0,0,0
2020-01-28,16,Daegu,0,0,0
2020-01-28,16,Incheon,1,0,0
2020-01-28,16,Gwangju,0,0,0
2020-01-28,16,Daejeon,0,0,0
2020-01-28,16,Ulsan,0,0,0
2020-01-28,16,Sejong,0,0,0
2020-01-28,16,Gyeonggi-do,2,0,0
2020-01-28,16,Gangwon-do,0,0,0
2020-01-28,16,Chungcheongbuk-do,0,0,0
2020-01-28,16,Chungcheongnam-do,0,0,0
2020-01-28,16,Jeollabuk-do,0,0,0
2020-01-28,16,Jeollanam-do,0,0,0
2020-01-28,16,Gyeongsangbuk-do,0,0,0
2020-01-28,16,Gyeongsangnam-do,0,0,0
2020-01-28,16,Jeju-do,0,0,0
2020-01-29,16,Seoul,1,0,0
2020-01-29,16,Busan,0,0,0
2020-01-29,16,Daegu,0,0,0
2020-01-29,16,Incheon,1,0,0
2020-01-29,16,Gwangju,0,0,0
2020-01-29,16,Daejeon,0,0,0
2020-01-29,16,Ulsan,0,0,0
2020-01-29,16,Sejong,0,0,0
2020-01-29,16,Gyeonggi-do,2,0,0
2020-01-29,16,Gangwon-do,0,0,0
2020-01-29,16,Chungcheongbuk-do,0,0,0
2020-01-29,16,Chungcheongnam-do,0,0,0
2020-01-29,16,Jeollabuk-do,0,0,0
2020-01-29,16,Jeollanam-do,0,0,0
2020-01-29,16,Gyeongsangbuk-do,0,0,0
2020-01-29,16,Gyeongsangnam-do,0,0,0
2020-01-29,16,Jeju-do,0,0,0
2020-01-30,16,Seoul,3,0,0
2020-01-30,16,Busan,0,0,0
2020-01-30,16,Daegu,0,0,0
2020-01-30,16,Incheon,1,0,0
2020-01-30,16,Gwangju,0,0,0
2020-01-30,16,Daejeon,0,0,0
2020-01-30,16,Ulsan,0,0,0
2020-01-30,16,Sejong,0,0,0
2020-01-30,16,Gyeonggi-do,3,0,0
2020-01-30,16,Gangwon-do,0,0,0
2020-01-30,16,Chungcheongbuk-do,0,0,0
2020-01-30,16,Chungcheongnam-do,0,0,0
2020-01-30,16,Jeollabuk-do,0,0,0
2020-01-30,16,Jeollanam-do,0,0,0
2020-01-30,16,Gyeongsangbuk-do,0,0,0
2020-01-30,16,Gyeongsangnam-do,0,0,0
2020-01-30,16,Jeju-do,0,0,0
2020-01-31,16,Seoul,4,0,0
2020-01-31,16,Busan,0,0,0
2020-01-31,16,Daegu,0,0,0
2020-01-31,16,Incheon,1,0,0
2020-01-31,16,Gwangju,0,0,0
2020-01-31,16,Daejeon,0,0,0
2020-01-31,16,Ulsan,0,0,0
2020-01-31,16,Sejong,0,0,0
2020-01-31,16,Gyeonggi-do,5,0,0
2020-01-31,16,Gangwon-do,0,0,0
2020-01-31,16,Chungcheongbuk-do,0,0,0
2020-01-31,16,Chungcheongnam-do,0,0,0
2020-01-31,16,Jeollabuk-do,1,0,0
2020-01-31,16,Jeollanam-do,0,0,0
2020-01-31,16,Gyeongsangbuk-do,0,0,0
2020-01-31,16,Gyeongsangnam-do,0,0,0
2020-01-31,16,Jeju-do,0,0,0
2020-02-01,16,Seoul,4,0,0
2020-02-01,16,Busan,0,0,0
2020-02-01,16,Daegu,0,0,0
2020-02-01,16,Incheon,1,0,0
2020-02-01,16,Gwangju,0,0,0
2020-02-01,16,Daejeon,0,0,0
2020-02-01,16,Ulsan,0,0,0
2020-02-01,16,Sejong,0,0,0
2020-02-01,16,Gyeonggi-do,6,0,0
2020-02-01,16,Gangwon-do,0,0,0
2020-02-01,16,Chungcheongbuk-do,0,0,0
2020-02-01,16,Chungcheongnam-do,0,0,0
2020-02-01,16,Jeollabuk-do,1,0,0
2020-02-01,16,Jeollanam-do,0,0,0
2020-02-01,16,Gyeongsangbuk-do,0,0,0
2020-02-01,16,Gyeongsangnam-do,0,0,0
2020-02-01,16,Jeju-do,0,0,0
2020-02-02,16,Seoul,5,0,0
2020-02-02,16,Busan,0,0,0
2020-02-02,16,Daegu,0,0,0
2020-02-02,16,Incheon,1,0,0
2020-02-02,16,Gwangju,0,0,0
2020-02-02,16,Daejeon,0,0,0
2020-02-02,16,Ulsan,0,0,0
2020-02-02,16,Sejong,0,0,0
2020-02-02,16,Gyeonggi-do,8,0,0
2020-02-02,16,Gangwon-do,0,0,0
2020-02-02,16,Chungcheongbuk-do,0,0,0
2020-02-02,16,Chungcheongnam-do,0,0,0
2020-02-02,16,Jeollabuk-do,1,0,0
2020-02-02,16,Jeollanam-do,0,0,0
2020-02-02,16,Gyeongsangbuk-do,0,0,0
2020-02-02,16,Gyeongsangnam-do,0,0,0
2020-02-02,16,Jeju-do,0,0,0
2020-02-03,16,Seoul,5,0,0
2020-02-03,16,Busan,0,0,0
2020-02-03,16,Daegu,0,0,0
2020-02-03,16,Incheon,1,0,0
2020-02-03,16,Gwangju,0,0,0
2020-02-03,16,Daejeon,0,0,0
2020-02-03,16,Ulsan,0,0,0
2020-02-03,16,Sejong,0,0,0
2020-02-03,16,Gyeonggi-do,8,0,0
2020-02-03,16,Gangwon-do,0,0,0
2020-02-03,16,Chungcheongbuk-do,0,0,0
2020-02-03,16,Chungcheongnam-do,0,0,0
2020-02-03,16,Jeollabuk-do,1,0,0
2020-02-03,16,Jeollanam-do,0,0,0
2020-02-03,16,Gyeongsangbuk-do,0,0,0
2020-02-03,16,Gyeongsangnam-do,0,0,0
2020-02-03,16,Jeju-do,0,0,0
2020-02-04,16,Seoul,5,0,0
2020-02-04,16,Busan,0,0,0
2020-02-04,16,Daegu,0,0,0
2020-02-04,16,Incheon,1,0,0
2020-02-04,16,Gwangju,1,0,0
2020-02-04,16,Daejeon,0,0,0
2020-02-04,16,Ulsan,0,0,0
2020-02-04,16,Sejong,0,0,0
2020-02-04,16,Gyeonggi-do,8,0,0
2020-02-04,16,Gangwon-do,0,0,0
2020-02-04,16,Chungcheongbuk-do,0,0,0
2020-02-04,16,Chungcheongnam-do,0,0,0
2020-02-04,16,Jeollabuk-do,1,0,0
2020-02-04,16,Jeollanam-do,0,0,0
2020-02-04,16,Gyeongsangbuk-do,0,0,0
2020-02-04,16,Gyeongsangnam-do,0,0,0
2020-02-04,16,Jeju-do,0,0,0
2020-02-05,16,Seoul,5,1,0
2020-02-05,16,Busan,0,0,0
2020-02-05,16,Daegu,0,0,0
2020-02-05,16,Incheon,1,0,0
2020-02-05,16,Gwangju,1,0,0
2020-02-05,16,Daejeon,0,0,0
2020-02-05,16,Ulsan,0,0,0
2020-02-05,16,Sejong,0,0,0
2020-02-05,16,Gyeonggi-do,10,0,0
2020-02-05,16,Gangwon-do,0,0,0
2020-02-05,16,Chungcheongbuk-do,0,0,0
2020-02-05,16,Chungcheongnam-do,0,0,0
2020-02-05,16,Jeollabuk-do,1,0,0
2020-02-05,16,Jeollanam-do,0,0,0
2020-02-05,16,Gyeongsangbuk-do,0,0,0
2020-02-05,16,Gyeongsangnam-do,0,0,0
2020-02-05,16,Jeju-do,0,0,0
2020-02-06,16,Seoul,10,1,0
2020-02-06,16,Busan,0,0,0
2020-02-06,16,Daegu,0,0,0
2020-02-06,16,Incheon,1,1,0
2020-02-06,16,Gwangju,1,0,0
2020-02-06,16,Daejeon,0,0,0
2020-02-06,16,Ulsan,0,0,0
2020-02-06,16,Sejong,0,0,0
2020-02-06,16,Gyeonggi-do,10,0,0
2020-02-06,16,Gangwon-do,0,0,0
2020-02-06,16,Chungcheongbuk-do,0,0,0
2020-02-06,16,Chungcheongnam-do,0,0,0
2020-02-06,16,Jeollabuk-do,1,0,0
2020-02-06,16,Jeollanam-do,0,0,0
2020-02-06,16,Gyeongsangbuk-do,0,0,0
2020-02-06,16,Gyeongsangnam-do,0,0,0
2020-02-06,16,Jeju-do,0,0,0
2020-02-07,16,Seoul,11,1,0
2020-02-07,16,Busan,0,0,0
2020-02-07,16,Daegu,0,0,0
2020-02-07,16,Incheon,1,1,0
2020-02-07,16,Gwangju,1,0,0
2020-02-07,16,Daejeon,0,0,0
2020-02-07,16,Ulsan,0,0,0
2020-02-07,16,Sejong,0,0,0
2020-02-07,16,Gyeonggi-do,10,0,0
2020-02-07,16,Gangwon-do,0,0,0
2020-02-07,16,Chungcheongbuk-do,0,0,0
2020-02-07,16,Chungcheongnam-do,0,0,0
2020-02-07,16,Jeollabuk-do,1,0,0
2020-02-07,16,Jeollanam-do,0,0,0
2020-02-07,16,Gyeongsangbuk-do,0,0,0
2020-02-07,16,Gyeongsangnam-do,0,0,0
2020-02-07,16,Jeju-do,0,0,0
2020-02-08,16,Seoul,11,1,0
2020-02-08,16,Busan,0,0,0
2020-02-08,16,Daegu,0,0,0
2020-02-08,16,Incheon,1,1,0
2020-02-08,16,Gwangju,1,0,0
2020-02-08,16,Daejeon,0,0,0
2020-02-08,16,Ulsan,0,0,0
2020-02-08,16,Sejong,0,0,0
2020-02-08,16,Gyeonggi-do,10,0,0
2020-02-08,16,Gangwon-do,0,0,0
2020-02-08,16,Chungcheongbuk-do,0,0,0
2020-02-08,16,Chungcheongnam-do,0,0,0
2020-02-08,16,Jeollabuk-do,1,0,0
2020-02-08,16,Jeollanam-do,0,0,0
2020-02-08,16,Gyeongsangbuk-do,0,0,0
2020-02-08,16,Gyeongsangnam-do,0,0,0
2020-02-08,16,Jeju-do,0,0,0
2020-02-09,16,Seoul,14,1,0
2020-02-09,16,Busan,0,0,0
2020-02-09,16,Daegu,0,0,0
2020-02-09,16,Incheon,1,1,0
2020-02-09,16,Gwangju,1,0,0
2020-02-09,16,Daejeon,0,0,0
2020-02-09,16,Ulsan,0,0,0
2020-02-09,16,Sejong,0,0,0
2020-02-09,16,Gyeonggi-do,10,1,0
2020-02-09,16,Gangwon-do,0,0,0
2020-02-09,16,Chungcheongbuk-do,0,0,0
2020-02-09,16,Chungcheongnam-do,0,0,0
2020-02-09,16,Jeollabuk-do,1,0,0
2020-02-09,16,Jeollanam-do,0,0,0
2020-02-09,16,Gyeongsangbuk-do,0,1,0
2020-02-09,16,Gyeongsangnam-do,0,0,0
2020-02-09,16,Jeju-do,0,0,0
2020-02-10,16,Seoul,14,1,0
2020-02-10,16,Busan,0,0,0
2020-02-10,16,Daegu,0,0,0
2020-02-10,16,Incheon,1,1,0
2020-02-10,16,Gwangju,1,0,0
2020-02-10,16,Daejeon,0,0,0
2020-02-10,16,Ulsan,0,0,0
2020-02-10,16,Sejong,0,0,0
2020-02-10,16,Gyeonggi-do,10,1,0
2020-02-10,16,Gangwon-do,0,0,0
2020-02-10,16,Chungcheongbuk-do,0,0,0
2020-02-10,16,Chungcheongnam-do,0,0,0
2020-02-10,16,Jeollabuk-do,1,0,0
2020-02-10,16,Jeollanam-do,0,0,0
2020-02-10,16,Gyeongsangbuk-do,0,1,0
2020-02-10,16,Gyeongsangnam-do,0,0,0
2020-02-10,16,Jeju-do,0,0,0
2020-02-11,16,Seoul,14,2,0
2020-02-11,16,Busan,0,0,0
2020-02-11,16,Daegu,0,0,0
2020-02-11,16,Incheon,1,1,0
2020-02-11,16,Gwangju,1,0,0
2020-02-11,16,Daejeon,0,0,0
2020-02-11,16,Ulsan,0,0,0
2020-02-11,16,Sejong,0,0,0
2020-02-11,16,Gyeonggi-do,12,3,0
2020-02-11,16,Gangwon-do,0,0,0
2020-02-11,16,Chungcheongbuk-do,0,0,0
2020-02-11,16,Chungcheongnam-do,0,0,0
2020-02-11,16,Jeollabuk-do,1,0,0
2020-02-11,16,Jeollanam-do,0,0,0
2020-02-11,16,Gyeongsangbuk-do,0,1,0
2020-02-11,16,Gyeongsangnam-do,0,0,0
2020-02-11,16,Jeju-do,0,0,0
2020-02-12,16,Seoul,14,2,0
2020-02-12,16,Busan,0,0,0
2020-02-12,16,Daegu,0,0,0
2020-02-12,16,Incheon,1,1,0
2020-02-12,16,Gwangju,1,0,0
2020-02-12,16,Daejeon,0,0,0
2020-02-12,16,Ulsan,0,0,0
2020-02-12,16,Sejong,0,0,0
2020-02-12,16,Gyeonggi-do,12,3,0
2020-02-12,16,Gangwon-do,0,0,0
2020-02-12,16,Chungcheongbuk-do,0,0,0
2020-02-12,16,Chungcheongnam-do,0,0,0
2020-02-12,16,Jeollabuk-do,1,0,0
2020-02-12,16,Jeollanam-do,0,0,0
2020-02-12,16,Gyeongsangbuk-do,0,1,0
2020-02-12,16,Gyeongsangnam-do,0,0,0
2020-02-12,16,Jeju-do,0,0,0
2020-02-13,16,Seoul,14,2,0
2020-02-13,16,Busan,0,0,0
2020-02-13,16,Daegu,0,0,0
2020-02-13,16,Incheon,1,1,0
2020-02-13,16,Gwangju,1,0,0
2020-02-13,16,Daejeon,0,0,0
2020-02-13,16,Ulsan,0,0,0
2020-02-13,16,Sejong,0,0,0
2020-02-13,16,Gyeonggi-do,12,5,0
2020-02-13,16,Gangwon-do,0,0,0
2020-02-13,16,Chungcheongbuk-do,0,0,0
2020-02-13,16,Chungcheongnam-do,0,0,0
2020-02-13,16,Jeollabuk-do,1,1,0
2020-02-13,16,Jeollanam-do,0,0,0
2020-02-13,16,Gyeongsangbuk-do,0,1,0
2020-02-13,16,Gyeongsangnam-do,0,0,0
2020-02-13,16,Jeju-do,0,0,0
2020-02-14,16,Seoul,14,2,0
2020-02-14,16,Busan,0,0,0
2020-02-14,16,Daegu,0,0,0
2020-02-14,16,Incheon,1,1,0
2020-02-14,16,Gwangju,1,0,0
2020-02-14,16,Daejeon,0,0,0
2020-02-14,16,Ulsan,0,0,0
2020-02-14,16,Sejong,0,0,0
2020-02-14,16,Gyeonggi-do,12,5,0
2020-02-14,16,Gangwon-do,0,0,0
2020-02-14,16,Chungcheongbuk-do,0,0,0
2020-02-14,16,Chungcheongnam-do,0,0,0
2020-02-14,16,Jeollabuk-do,1,1,0
2020-02-14,16,Jeollanam-do,0,0,0
2020-02-14,16,Gyeongsangbuk-do,0,1,0
2020-02-14,16,Gyeongsangnam-do,0,0,0
2020-02-14,16,Jeju-do,0,0,0
2020-02-15,16,Seoul,14,2,0
2020-02-15,16,Busan,0,0,0
2020-02-15,16,Daegu,0,0,0
2020-02-15,16,Incheon,1,1,0
2020-02-15,16,Gwangju,1,0,0
2020-02-15,16,Daejeon,0,0,0
2020-02-15,16,Ulsan,0,0,0
2020-02-15,16,Sejong,0,0,0
2020-02-15,16,Gyeonggi-do,12,5,0
2020-02-15,16,Gangwon-do,0,0,0
2020-02-15,16,Chungcheongbuk-do,0,0,0
2020-02-15,16,Chungcheongnam-do,0,0,0
2020-02-15,16,Jeollabuk-do,1,1,0
2020-02-15,16,Jeollanam-do,0,0,0
2020-02-15,16,Gyeongsangbuk-do,0,1,0
2020-02-15,16,Gyeongsangnam-do,0,0,0
2020-02-15,16,Jeju-do,0,0,0
2020-02-16,16,Seoul,14,3,0
2020-02-16,16,Busan,0,0,0
2020-02-16,16,Daegu,0,0,0
2020-02-16,16,Incheon,1,1,0
2020-02-16,16,Gwangju,1,0,0
2020-02-16,16,Daejeon,0,0,0
2020-02-16,16,Ulsan,0,0,0
2020-02-16,16,Sejong,0,0,0
2020-02-16,16,Gyeonggi-do,12,5,0
2020-02-16,16,Gangwon-do,0,0,0
2020-02-16,16,Chungcheongbuk-do,0,0,0
2020-02-16,16,Chungcheongnam-do,0,0,0
2020-02-16,16,Jeollabuk-do,1,1,0
2020-02-16,16,Jeollanam-do,0,0,0
2020-02-16,16,Gyeongsangbuk-do,0,1,0
2020-02-16,16,Gyeongsangnam-do,0,0,0
2020-02-16,16,Jeju-do,0,0,0
2020-02-17,16,Seoul,14,3,0
2020-02-17,16,Busan,0,0,0
2020-02-17,16,Daegu,0,0,0
2020-02-17,16,Incheon,1,1,0
2020-02-17,16,Gwangju,1,0,0
2020-02-17,16,Daejeon,0,0,0
2020-02-17,16,Ulsan,0,0,0
2020-02-17,16,Sejong,0,0,0
2020-02-17,16,Gyeonggi-do,12,5,0
2020-02-17,16,Gangwon-do,0,0,0
2020-02-17,16,Chungcheongbuk-do,0,0,0
2020-02-17,16,Chungcheongnam-do,0,0,0
2020-02-17,16,Jeollabuk-do,1,1,0
2020-02-17,16,Jeollanam-do,0,0,0
2020-02-17,16,Gyeongsangbuk-do,0,1,0
2020-02-17,16,Gyeongsangnam-do,0,0,0
2020-02-17,16,Jeju-do,0,0,0
2020-02-18,16,Seoul,14,3,0
2020-02-18,16,Busan,0,0,0
2020-02-18,16,Daegu,1,0,0
2020-02-18,16,Incheon,1,1,0
2020-02-18,16,Gwangju,1,0,0
2020-02-18,16,Daejeon,0,0,0
2020-02-18,16,Ulsan,0,0,0
2020-02-18,16,Sejong,0,0,0
2020-02-18,16,Gyeonggi-do,12,5,0
2020-02-18,16,Gangwon-do,0,0,0
2020-02-18,16,Chungcheongbuk-do,0,0,0
2020-02-18,16,Chungcheongnam-do,0,0,0
2020-02-18,16,Jeollabuk-do,1,1,0
2020-02-18,16,Jeollanam-do,0,0,0
2020-02-18,16,Gyeongsangbuk-do,0,1,0
2020-02-18,16,Gyeongsangnam-do,0,0,0
2020-02-18,16,Jeju-do,0,0,0
2020-02-19,16,Seoul,20,3,0
2020-02-19,16,Busan,0,0,0
2020-02-19,16,Daegu,11,0,0
2020-02-19,16,Incheon,2,1,0
2020-02-19,16,Gwangju,1,0,0
2020-02-19,16,Daejeon,0,0,0
2020-02-19,16,Ulsan,0,0,0
2020-02-19,16,Sejong,0,0,0
2020-02-19,16,Gyeonggi-do,12,7,0
2020-02-19,16,Gangwon-do,0,0,0
2020-02-19,16,Chungcheongbuk-do,0,0,0
2020-02-19,16,Chungcheongnam-do,0,0,0
2020-02-19,16,Jeollabuk-do,1,1,0
2020-02-19,16,Jeollanam-do,0,0,0
2020-02-19,16,Gyeongsangbuk-do,2,1,0
2020-02-19,16,Gyeongsangnam-do,3,0,0
2020-02-19,16,Jeju-do,0,0,0
2020-02-20,16,Seoul,22,5,0
2020-02-20,16,Busan,8,0,0
2020-02-20,16,Daegu,30,0,0
2020-02-20,16,Incheon,2,1,0
2020-02-20,16,Gwangju,1,2,0
2020-02-20,16,Daejeon,0,0,0
2020-02-20,16,Ulsan,0,0,0
2020-02-20,16,Sejong,0,0,0
2020-02-20,16,Gyeonggi-do,12,7,0
2020-02-20,16,Gangwon-do,0,0,0
2020-02-20,16,Chungcheongbuk-do,0,0,0
2020-02-20,16,Chungcheongnam-do,0,0,0
2020-02-20,16,Jeollabuk-do,1,1,0
2020-02-20,16,Jeollanam-do,0,0,0
2020-02-20,16,Gyeongsangbuk-do,25,1,1
2020-02-20,16,Gyeongsangnam-do,3,0,0
2020-02-20,16,Jeju-do,0,0,0
2020-02-21,16,Seoul,27,5,0
2020-02-21,16,Busan,8,0,0
2020-02-21,16,Daegu,110,0,0
2020-02-21,16,Incheon,2,1,0
2020-02-21,16,Gwangju,3,2,0
2020-02-21,16,Daejeon,0,0,0
2020-02-21,16,Ulsan,0,0,0
2020-02-21,16,Sejong,0,0,0
2020-02-21,16,Gyeonggi-do,14,7,0
2020-02-21,16,Gangwon-do,0,0,0
2020-02-21,16,Chungcheongbuk-do,1,0,0
2020-02-21,16,Chungcheongnam-do,1,0,0
2020-02-21,16,Jeollabuk-do,2,1,0
2020-02-21,16,Jeollanam-do,0,0,0
2020-02-21,16,Gyeongsangbuk-do,28,1,1
2020-02-21,16,Gyeongsangnam-do,7,0,0
2020-02-21,16,Jeju-do,1,0,0
2020-02-22,16,Seoul,30,6,0
2020-02-22,16,Busan,11,0,0
2020-02-22,16,Daegu,193,0,0
2020-02-22,16,Incheon,2,1,0
2020-02-22,16,Gwangju,6,2,0
2020-02-22,16,Daejeon,2,0,0
2020-02-22,16,Ulsan,1,0,0
2020-02-22,16,Sejong,1,0,0
2020-02-22,16,Gyeonggi-do,20,7,0
2020-02-22,16,Gangwon-do,6,0,0
2020-02-22,16,Chungcheongbuk-do,3,0,0
2020-02-22,16,Chungcheongnam-do,1,0,0
2020-02-22,16,Jeollabuk-do,3,1,0
2020-02-22,16,Jeollanam-do,1,0,0
2020-02-22,16,Gyeongsangbuk-do,145,1,3
2020-02-22,16,Gyeongsangnam-do,7,0,0
2020-02-22,16,Jeju-do,1,0,0
2020-02-23,16,Seoul,31,6,0
2020-02-23,16,Busan,19,0,0
2020-02-23,16,Daegu,310,0,1
2020-02-23,16,Incheon,2,1,0
2020-02-23,16,Gwangju,8,2,0
2020-02-23,16,Daejeon,3,0,0
2020-02-23,16,Ulsan,1,0,0
2020-02-23,16,Sejong,1,0,0
2020-02-23,16,Gyeonggi-do,24,7,0
2020-02-23,16,Gangwon-do,6,0,0
2020-02-23,16,Chungcheongbuk-do,3,0,0
2020-02-23,16,Chungcheongnam-do,1,0,0
2020-02-23,16,Jeollabuk-do,3,1,0
2020-02-23,16,Jeollanam-do,1,0,0
2020-02-23,16,Gyeongsangbuk-do,170,1,3
2020-02-23,16,Gyeongsangnam-do,17,0,0
2020-02-23,16,Jeju-do,2,0,0
2020-02-24,16,Seoul,35,6,0
2020-02-24,16,Busan,34,0,0
2020-02-24,16,Daegu,483,0,2
2020-02-24,16,Incheon,2,1,0
2020-02-24,16,Gwangju,9,2,0
2020-02-24,16,Daejeon,3,0,0
2020-02-24,16,Ulsan,2,0,0
2020-02-24,16,Sejong,1,0,0
2020-02-24,16,Gyeonggi-do,35,7,0
2020-02-24,16,Gangwon-do,6,0,0
2020-02-24,16,Chungcheongbuk-do,3,0,0
2020-02-24,16,Chungcheongnam-do,1,0,0
2020-02-24,16,Jeollabuk-do,3,1,0
2020-02-24,16,Jeollanam-do,1,0,0
2020-02-24,16,Gyeongsangbuk-do,193,1,6
